WK,SZN,SLPR_ID,PLAYER NAME,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP%,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,1DRR,DB,YDS(t),VS,vsRK,INJ,PROJ,FPOE
1,1,8155,Breece Hall,RB,24.3,NYJ,10.0,9,7,16.5,15.5,14.5,1,1,1,64,37,0,0.0%,0,0,0,0,0,0,0.00,107,0,0,0,0.00,0.00,2,-4,0,1,0,4,42,38,19.0,9.5,19,2,7,145,0,76,107,5.63,58.0%,6,4.00,0.316,7,0.716,8,23,0.348,8.0,NA,18.2%,NA,0,NA,NA,NA,NA,NA,NA,NA,145,vs PIT,23,·,13.6,2.9
1,1,12530,Travis Hunter,WR,22.3,JAX,39.0,50,60,9.3,6.3,3.3,1,1,1,66,42,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,12,1,0,0,8,21,33,5.5,4.1,0,0,0,33,0,NA,0,0,64.0%,NA,NA,NA,0,NA,0,8,0.000,0.0,24,25.8%,1.38,0,NA,NA,NA,NA,NA,0.000,NA,33,vs CAR,29,·,9.7,-0.4
1,1,12522,Cam Ward,QB,23.3,TEN,32.0,32,32,2.48,2.48,2.48,1,1,1,57,57,1,42.9%,48,28,12,5,16,0,54.50,112,6,0,112,4.00,9.33,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,100.0%,NA,NA,NA,0,NA,5,28,NA,NA,NA,NA,NA,5,17.9%,2.89,7.1%,50.0%,10.8,NA,34,112,@ DEN,29,·,17.1,-14.6
1,1,11565,J.J. McCarthy,QB,22.6,MIN,11.0,11,11,23.22,23.22,23.22,1,1,1,56,56,0,65.0%,75,20,13,3,7,1,98.50,168,3,2,143,7.15,11.00,0,0,0,0,0,0,0,0,0.0,0.0,2,0,1,25,1,NA,25,12.5,100.0%,NA,NA,NA,2,NA,7,22,NA,NA,NA,NA,NA,5,25.0%,2.94,15.0%,29.2%,8.6,NA,24,168,@ CHI,15,OUT,18.8,4.4
1,1,4034,Christian McCaffrey,RB,29.3,SF,3.0,4,10,23.2,18.7,14.2,1,1,1,76,58,0,0.0%,0,0,0,0,0,0,0.00,69,0,0,0,0.00,0.00,9,11,0,3,0,10,62,73,8.1,7.3,22,0,6,142,0,51,69,3.14,76.0%,6,2.30,0.273,6,0.503,9,32,0.281,9.0,NA,28.6%,NA,0,NA,NA,NA,NA,NA,NA,NA,142,@ SEA,18,·,19.8,3.4
1,1,3198,Derrick Henry,RB,31.7,BAL,1.0,1,1,29.2,28.7,28.2,1,1,1,51,29,1,0.0%,0,0,0,0,0,0,0.00,169,0,0,0,0.00,0.00,1,5,0,1,0,1,8,13,13.0,13.0,18,2,3,182,2,104,169,9.39,57.0%,4,5.80,0.222,5,0.802,6,19,0.316,6.0,NA,5.3%,NA,0,NA,NA,NA,NA,NA,NA,NA,182,@ BUF,13,·,15.6,13.6
1,1,10229,Rashee Rice,WR,25.4,KC,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ LAC,25,SUS,SUS,SUS
1,1,5859,A.J. Brown,WR,28.2,PHI,101.0,101,102,1.8,1.3,0.8,1,1,1,63,55,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,8,0,0,0,1,0,8,8.0,8.0,0,0,0,8,0,NA,0,0,87.0%,NA,NA,NA,0,NA,0,1,0.000,0.0,23,4.3%,0.35,0,NA,NA,NA,NA,NA,0.000,NA,8,vs DAL,1,·,15.1,-13.3
1,1,9997,Zay Flowers,WR,25.0,BAL,1.0,1,1,28.1,24.6,21.1,1,1,1,51,46,0,0.0%,0,0,0,0,0,0,0.00,8,0,0,0,0.00,0.00,7,54,0,4,1,9,89,143,20.4,15.9,2,0,0,151,0,NA,8,4,90.0%,NA,NA,NA,0,NA,5,11,0.455,5.0,21,47.4%,6.81,0,NA,NA,NA,NA,NA,0.190,NA,151,@ BUF,20,·,12.4,15.7
1,1,5849,Kyler Murray,QB,28.1,ARI,16.0,16,16,18.32,18.32,18.32,1,1,1,66,66,0,72.4%,63,29,21,9,8,0,108.80,201,5,2,163,5.62,7.76,0,0,0,0,0,0,0,0,0.0,0.0,7,0,3,38,0,NA,38,5.43,100.0%,NA,NA,NA,3,NA,14,36,NA,NA,NA,NA,NA,11,37.9%,2.48,6.9%,26.3%,5.3,NA,38,201,@ NO,5,Q,20.1,-1.8
1,1,8148,Jameson Williams,WR,24.5,DET,57.0,61,77,6.6,4.6,2.6,1,1,1,67,65,0,0.0%,0,0,0,0,0,0,0.00,3,0,0,0,0.00,0.00,4,16,0,2,0,5,7,23,5.8,4.6,1,0,0,26,0,NA,3,3,97.0%,NA,NA,NA,0,NA,2,6,0.333,2.0,43,12.8%,0.53,0,NA,NA,NA,NA,NA,0.047,NA,26,@ GB,28,·,12.2,-5.6
1,1,9484,Tucker Kraft,TE,24.9,GB,18.0,15,9,9.9,8.9,7.9,1,1,1,48,44,0,0.0%,0,0,0,0,0,0,0.00,3,0,0,0,0.00,0.00,2,15,0,0,1,4,1,16,8.0,4.0,1,0,0,19,0,NA,3,3,92.0%,NA,NA,NA,0,NA,1,5,0.200,1.0,15,18.2%,1.07,0,NA,NA,NA,NA,NA,0.000,NA,19,vs DET,18,·,9.4,0.5
1,1,10859,Sam LaPorta,TE,24.7,DET,5.0,6,7,13.9,10.9,7.9,1,1,1,67,61,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,31,0,3,0,9,48,79,13.2,8.8,0,0,0,79,0,NA,0,0,91.0%,NA,NA,NA,0,NA,3,9,0.333,3.0,39,23.1%,2.03,0,NA,NA,NA,NA,NA,0.077,NA,79,@ GB,17,·,10.7,3.2
1,1,12512,Quinshon Judkins,RB,21.9,CLE,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs CIN,1,DNP,DNP,DNP
1,1,11638,Ricky Pearsall,WR,25.0,SF,20.0,19,16,14.8,12.8,10.8,1,1,1,76,64,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,93,0,4,0,7,15,108,27.0,15.4,0,0,0,108,0,NA,0,0,84.0%,NA,NA,NA,0,NA,4,7,0.571,4.0,32,20.0%,3.38,0,NA,NA,NA,NA,NA,0.125,NA,108,@ SEA,17,OUT,12.5,2.3
1,1,3294,Dak Prescott,QB,32.1,DAL,29.0,29,29,7.82,7.82,7.82,1,1,1,61,61,0,61.8%,113,34,21,9,13,0,76.60,191,0,0,188,5.53,8.95,0,0,0,0,0,0,0,0,0.0,0.0,1,1,0,3,0,NA,3,3,100.0%,NA,NA,NA,0,NA,9,35,NA,NA,NA,NA,NA,9,26.5%,2.95,17.6%,34.3%,10.2,NA,35,191,@ PHI,16,·,20.6,-12.8
1,1,12508,Jaxson Dart,QB,22.3,NYG,999.0,999,999,0,0,0,1,0,0,68,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ WAS,8,Q,1.0,-1.0
1,1,11624,Xavier Worthy,WR,22.4,KC,999.0,999,999,0,0,0,1,1,1,61,3,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,1,0,0,0,0,NA,0,0,5.0%,NA,NA,NA,0,NA,0,2,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ LAC,25,·,14.4,-14.4
1,1,7523,Trevor Lawrence,QB,25.9,JAX,23.0,23,23,11.32,11.32,11.32,1,1,1,66,66,0,61.3%,98,31,19,8,12,1,74.40,190,0,1,178,5.74,9.37,0,0,0,0,0,0,0,0,0.0,0.0,4,0,2,12,0,NA,12,3,100.0%,NA,NA,NA,2,NA,11,35,NA,NA,NA,NA,NA,9,29.0%,2.74,6.5%,18.2%,7.2,NA,33,190,vs CAR,20,·,19.6,-8.3
1,1,7525,DeVonta Smith,WR,26.8,PHI,75.0,80,86,4.6,3.1,1.6,1,1,1,63,56,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,4,0,1,0,3,12,16,5.3,5.3,0,0,0,16,0,NA,0,0,89.0%,NA,NA,NA,0,NA,1,3,0.333,1.0,23,13.0%,0.70,0,NA,NA,NA,NA,NA,0.043,NA,16,vs DAL,1,·,13.5,-8.9
1,1,5846,DK Metcalf,WR,27.8,PIT,28.0,26,26,12.3,10.3,8.3,1,1,1,56,53,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,15,1,4,0,7,68,83,20.8,11.9,0,0,0,83,0,NA,0,0,95.0%,NA,NA,NA,0,NA,4,7,0.571,4.0,33,23.3%,2.52,0,NA,NA,NA,NA,NA,0.121,NA,83,@ NYJ,13,·,14.3,-2.0
1,1,8151,Kenneth Walker III,RB,24.9,SEA,40.0,42,50,5.4,3.9,2.4,1,1,1,52,21,0,0.0%,0,0,0,0,0,0,0.00,20,0,0,0,0.00,0.00,3,-9,0,0,0,3,13,4,1.3,1.3,10,0,0,24,0,20,20,2,40.0%,3,2.00,0.300,0,0.500,0,13,0.000,0.0,NA,13.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,24,vs SF,14,·,12.8,-7.4
1,1,3163,Jared Goff,QB,30.9,DET,21.0,21,21,11.9,11.9,11.9,1,1,1,67,67,0,79.5%,104,39,31,12,8,1,88.60,224,4,1,225,5.77,7.26,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,-1,0,NA,-1,-1,100.0%,NA,NA,NA,0,NA,13,40,NA,NA,NA,NA,NA,13,33.3%,3.09,5.1%,27.9%,4.5,NA,43,224,@ GB,27,·,20.6,-8.7
1,1,7594,Chuba Hubbard,RB,26.3,CAR,8.0,8,6,17.9,16.4,14.9,1,1,1,64,43,0,0.0%,0,0,0,0,0,0,0.00,57,0,0,0,0.00,0.00,3,-4,1,0,1,5,36,32,10.7,6.4,16,0,3,89,0,40,57,3.56,67.0%,2,2.50,0.125,3,0.375,4,21,0.190,4.0,NA,14.3%,NA,0,NA,NA,NA,NA,NA,NA,NA,89,@ JAX,29,OUT,14.8,3.1
1,1,9756,Jordan Addison,WR,23.6,MIN,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ CHI,23,SUS,SUS,SUS
1,1,12501,Matthew Golden,WR,22.1,GB,83.0,83,83,3.6,2.6,1.6,1,1,1,48,23,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,10,0,1,0,2,6,16,8.0,8.0,0,0,0,16,0,NA,0,0,48.0%,NA,NA,NA,0,NA,1,2,0.500,1.0,13,9.1%,1.23,0,NA,NA,NA,NA,NA,0.077,NA,16,vs DET,6,·,11.1,-7.5
1,1,12489,RJ Harvey,RB,24.6,DEN,33.0,30,28,7.9,7.4,6.9,1,1,0,76,22,0,0.0%,0,0,0,0,0,0,0.00,70,0,0,0,0.00,0.00,1,-2,0,0,0,1,1,-1,-1.0,-1.0,6,0,1,69,0,62,70,11.67,29.0%,3,10.30,0.500,1,1.530,1,7,0.143,1.0,NA,2.5%,NA,0,NA,NA,NA,NA,NA,NA,NA,69,vs TEN,3,·,11.3,-3.4
1,1,8137,George Pickens,WR,24.5,DAL,62.0,63,66,6,4.5,3,1,1,1,61,56,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,29,0,2,0,4,1,30,10.0,7.5,0,0,0,30,0,NA,0,0,92.0%,NA,NA,NA,0,NA,2,4,0.500,2.0,32,11.8%,0.94,0,NA,NA,NA,NA,NA,0.063,NA,30,@ PHI,15,·,13.2,-7.2
1,1,11637,Keon Coleman,WR,22.3,BUF,2.0,4,4,25.2,21.2,17.2,1,1,1,85,75,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,8,96,1,5,1,11,16,112,14.0,10.2,0,0,0,112,0,NA,0,0,88.0%,NA,NA,NA,0,NA,6,11,0.545,6.0,44,23.9%,2.55,0,NA,NA,NA,NA,NA,0.114,NA,112,vs BAL,2,·,8.8,16.4
1,1,7543,Travis Etienne,RB,26.6,JAX,6.0,6,5,18.6,17.1,15.6,1,1,1,66,40,0,0.0%,0,0,0,0,0,0,0.00,143,0,0,0,0.00,0.00,3,-10,0,1,0,3,23,13,4.3,4.3,16,0,3,156,0,93,143,8.94,61.0%,4,5.80,0.250,3,0.830,4,19,0.211,4.0,NA,9.7%,NA,0,NA,NA,NA,NA,NA,NA,NA,156,vs CAR,16,·,10.7,7.9
1,1,12517,Colston Loveland,TE,21.4,CHI,37.0,40,44,3.2,2.2,1.2,1,1,0,67,38,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,5,0,0,0,2,7,12,6.0,6.0,0,0,0,12,0,NA,0,0,57.0%,NA,NA,NA,0,NA,0,2,0.000,0.0,18,5.7%,0.67,0,NA,NA,NA,NA,NA,0.000,NA,12,vs MIN,14,OUT,8.7,-5.5
1,1,4217,George Kittle,TE,31.9,SF,11.0,8,6,12.5,10.5,8.5,1,1,1,76,21,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,22,0,2,1,4,3,25,6.3,6.3,0,0,0,25,0,NA,0,0,28.0%,NA,NA,NA,0,NA,3,4,0.750,3.0,11,11.4%,2.27,0,NA,NA,NA,NA,NA,0.182,NA,25,@ SEA,15,IR,14.1,-1.6
1,1,7591,Justin Fields,QB,26.5,NYJ,2.0,2,2,29.52,29.52,29.52,1,1,1,64,64,0,72.7%,142,22,16,8,6,0,119.10,266,1,1,218,9.91,13.63,0,0,0,0,0,0,0,0,0.0,0.0,12,2,3,48,2,NA,48,4,100.0%,NA,NA,NA,5,NA,14,34,NA,NA,NA,NA,NA,9,40.9%,3.53,4.5%,50.0%,7.8,NA,26,266,vs PIT,9,·,21.5,8.0
1,1,5927,Terry McLaurin,WR,30.0,WAS,72.0,75,73,4.7,3.7,2.7,1,1,1,70,55,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,26,0,1,0,4,1,27,13.5,6.8,0,0,0,27,0,NA,0,0,79.0%,NA,NA,NA,0,NA,1,4,0.250,1.0,29,13.3%,0.93,0,NA,NA,NA,NA,NA,0.034,NA,27,vs NYG,3,OUT,15.1,-10.4
1,1,8144,Chris Olave,WR,25.2,NO,27.0,33,44,12.4,8.9,5.4,1,1,1,75,64,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,7,38,0,2,0,13,16,54,7.7,4.2,0,0,0,54,0,NA,0,0,85.0%,NA,NA,NA,0,NA,2,13,0.154,2.0,40,28.3%,1.35,0,NA,NA,NA,NA,NA,0.050,NA,54,vs ARI,14,·,13.5,-1.1
1,1,5045,Courtland Sutton,WR,29.9,DEN,13.0,11,12,18.1,15.1,12.1,1,1,1,76,72,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,53,0,3,1,9,8,61,10.2,6.8,0,0,0,61,0,NA,0,0,95.0%,NA,NA,NA,0,NA,4,9,0.444,4.0,41,22.5%,1.49,0,NA,NA,NA,NA,NA,0.073,NA,61,vs TEN,9,·,13.9,4.2
1,1,12533,Jacory Croskey-Merritt,RB,24.4,WAS,17.0,11,9,14.2,14.2,14.2,1,1,0,70,23,0,0.0%,0,0,0,0,0,0,0.00,82,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,10,0,3,82,1,44,82,8.2,33.0%,2,4.40,0.200,4,0.640,4,11,0.364,4.0,NA,3.3%,NA,0,NA,NA,NA,NA,NA,NA,NA,82,vs NYG,6,·,9.7,4.5
1,1,4983,D.J. Moore,WR,28.4,CHI,46.0,46,40,8.6,7.1,5.6,1,1,1,67,56,1,0.0%,0,0,0,0,0,0,0.00,8,0,0,0,0.00,0.00,3,46,0,2,0,5,22,68,22.7,13.6,3,0,1,76,0,NA,8,2.67,84.0%,NA,NA,NA,1,NA,3,8,0.375,3.0,32,14.3%,2.13,0,NA,NA,NA,NA,NA,0.063,NA,76,vs MIN,32,·,13.3,-4.7
1,1,7526,Jaylen Waddle,WR,26.8,MIA,54.0,57,65,7,5,3,1,1,1,48,31,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,17,1,1,0,5,13,30,7.5,6.0,0,0,0,30,0,NA,0,0,65.0%,NA,NA,NA,0,NA,1,5,0.200,1.0,20,16.1%,1.50,0,NA,NA,NA,NA,NA,0.050,NA,30,@ IND,5,·,13.8,-6.8
1,1,9228,Bryce Young,QB,24.1,CAR,25.0,25,25,10.16,10.16,10.16,1,1,1,64,64,1,51.4%,94,35,18,7,17,2,49.00,194,1,1,154,4.40,8.56,0,0,0,0,0,0,0,0,0.0,0.0,5,0,2,40,0,NA,40,8,100.0%,NA,NA,NA,2,NA,10,40,NA,NA,NA,NA,NA,8,22.9%,2.66,8.6%,40.0%,8.5,NA,40,194,@ JAX,26,·,17.7,-7.5
1,1,2216,Mike Evans,WR,32.1,TB,38.0,41,46,10.1,7.6,5.1,1,1,1,58,48,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,47,0,4,0,8,4,51,10.2,6.4,0,0,0,51,0,NA,0,0,83.0%,NA,NA,NA,0,NA,4,8,0.500,4.0,29,25.0%,1.76,0,NA,NA,NA,NA,NA,0.138,NA,51,@ ATL,30,OUT,15.3,-5.2
1,1,4035,Alvin Kamara,RB,30.1,NO,21.0,18,17,13.7,12.7,11.7,1,1,1,75,59,0,0.0%,0,0,0,0,0,0,0.00,45,0,0,0,0.00,0.00,2,-3,0,1,0,2,15,12,6.0,6.0,11,0,2,57,1,41,45,4.09,79.0%,4,3.70,0.364,3,0.734,4,13,0.308,4.0,NA,4.3%,NA,0,NA,NA,NA,NA,NA,NA,NA,57,vs ARI,12,·,17.1,-3.4
1,1,9753,Zach Charbonnet,RB,24.7,SEA,26.0,24,19,10.7,10.7,10.7,1,1,0,52,30,0,0.0%,0,0,0,0,0,0,0.00,47,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,12,0,3,47,1,32,47,3.92,58.0%,3,2.70,0.250,4,0.520,4,12,0.333,4.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,47,vs SF,14,·,11.0,-0.3
1,1,12506,Harold Fannin,TE,21.2,CLE,6.0,9,14,13.6,10.1,6.6,1,1,1,76,55,0,0.0%,0,0,0,0,0,0,0.00,3,0,0,0,0.00,0.00,7,35,1,3,0,9,28,63,9.0,7.0,1,1,0,66,0,NA,3,3,72.0%,NA,NA,NA,0,NA,3,10,0.300,3.0,30,20.0%,2.10,0,NA,NA,NA,NA,NA,0.100,NA,66,vs CIN,1,·,5.7,7.9
1,1,7588,Javonte Williams,RB,25.4,DAL,5.0,3,2,20.4,19.4,18.4,1,1,1,61,47,0,0.0%,0,0,0,0,0,0,0.00,54,0,0,0,0.00,0.00,2,4,0,0,0,3,6,10,5.0,3.3,15,0,3,64,2,47,54,3.6,77.0%,1,3.10,0.067,5,0.377,5,18,0.278,5.0,NA,8.8%,NA,0,NA,NA,NA,NA,NA,NA,NA,64,@ PHI,8,·,11.9,8.5
1,1,6783,Jerry Jeudy,WR,26.4,CLE,32.0,32,33,11.6,9.1,6.6,1,1,1,76,67,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,56,2,4,0,8,10,66,13.2,8.3,0,0,0,66,0,NA,0,0,88.0%,NA,NA,NA,0,NA,4,8,0.500,4.0,45,17.8%,1.47,0,NA,NA,NA,NA,NA,0.089,NA,66,vs CIN,11,·,14.5,-2.9
1,1,5947,Jakobi Meyers,WR,28.8,LV,15.0,17,23,17.7,13.7,9.7,1,1,1,63,59,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,8,56,1,5,0,10,41,97,12.1,9.7,0,0,0,97,0,NA,0,0,94.0%,NA,NA,NA,0,NA,5,10,0.500,5.0,35,29.4%,2.77,0,NA,NA,NA,NA,NA,0.143,NA,97,@ NE,7,·,13.7,4.0
1,1,6819,Michael Pittman,WR,28.0,IND,8.0,8,7,20,17,14,1,1,1,73,60,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,6,54,0,3,1,8,26,80,13.3,10.0,0,0,0,80,0,NA,0,0,82.0%,NA,NA,NA,0,NA,4,8,0.500,4.0,26,27.6%,3.08,0,NA,NA,NA,NA,NA,0.115,NA,80,vs MIA,21,·,11.2,8.8
1,1,2133,Davante Adams,WR,32.7,LAR,41.0,45,45,9.1,7.1,5.1,1,1,1,60,54,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,43,1,4,0,8,8,51,12.8,6.4,0,0,0,51,0,NA,0,0,90.0%,NA,NA,NA,0,NA,4,8,0.500,4.0,29,27.6%,1.76,0,NA,NA,NA,NA,NA,0.138,NA,51,vs HOU,26,·,13.5,-4.4
1,1,5870,Daniel Jones,QB,28.3,IND,3.0,3,3,29.48,29.48,29.48,1,1,1,73,73,0,75.9%,160,29,22,13,7,0,115.90,298,1,1,272,9.38,12.36,0,0,0,0,0,0,0,0,0.0,0.0,7,0,2,26,2,NA,26,3.71,100.0%,NA,NA,NA,4,NA,18,36,NA,NA,NA,NA,NA,14,48.3%,2.52,3.4%,24.2%,6.8,NA,33,298,vs MIA,3,·,15.6,13.9
1,1,5844,T.J. Hockenson,TE,28.2,MIN,31.0,33,41,4.5,3,1.5,1,1,1,56,45,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,11,0,0,0,4,4,15,5.0,3.8,0,0,0,15,0,NA,0,0,80.0%,NA,NA,NA,0,NA,0,4,0.000,0.0,18,20.0%,0.83,0,NA,NA,NA,NA,NA,0.000,NA,15,@ CHI,21,·,10.5,-6.0
1,1,7553,Kyle Pitts,TE,24.9,ATL,7.0,12,18,12.9,9.4,5.9,1,1,1,76,59,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,7,21,0,5,0,8,38,59,8.4,7.4,0,0,0,59,0,NA,0,0,78.0%,NA,NA,NA,0,NA,5,8,0.625,5.0,35,19.0%,1.69,0,NA,NA,NA,NA,NA,0.143,NA,59,vs TB,8,·,8.8,4.1
1,1,11589,Trey Benson,RB,23.2,ARI,29.0,27,25,8.5,8,7.5,1,1,0,66,22,0,0.0%,0,0,0,0,0,0,0.00,69,0,0,0,0.00,0.00,1,-2,0,0,0,1,8,6,6.0,6.0,8,0,1,75,0,37,69,8.63,33.0%,4,4.60,0.500,1,0.960,1,9,0.111,1.0,NA,3.4%,NA,0,NA,NA,NA,NA,NA,NA,NA,75,@ NO,11,IR,6.3,2.2
1,1,8408,Jordan Mason,RB,26.3,MIN,30.0,29,26,8.5,8,7.5,1,1,0,56,30,0,0.0%,0,0,0,0,0,0,0.00,68,0,0,0,0.00,0.00,1,-5,0,0,0,1,12,7,7.0,7.0,15,0,3,75,0,38,68,4.53,54.0%,4,2.50,0.267,3,0.517,3,16,0.188,3.0,NA,5.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,75,@ CHI,7,·,10.0,-1.5
1,1,12490,Bhayshul Tuten,RB,22.6,JAX,68.0,64,58,1.1,1.1,1.1,1,1,0,66,4,0,0.0%,0,0,0,0,0,0,0.00,11,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,3,0,1,11,0,14,11,3.67,6.0%,0,4.70,0.000,1,0.470,1,3,0.333,1.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,11,vs CAR,16,·,5.7,-4.6
1,1,12504,Kaleb Johnson,RB,22.1,PIT,82.0,81,81,-0.2,-0.2,-0.2,1,1,0,56,2,1,0.0%,0,0,0,0,0,0,0.00,-2,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,1,1,0,-2,0,NA,-2,-2,4.0%,NA,NA,NA,0,NA,0,1,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-2,@ NYJ,9,·,7.7,-7.9
1,1,12481,Cam Skattebo,RB,23.6,NYG,49.0,56,64,2.9,1.9,0.9,1,1,0,68,8,0,0.0%,0,0,0,0,0,0,0.00,-3,0,0,0,0.00,0.00,2,1,0,0,0,2,11,12,6.0,6.0,2,0,0,9,0,1,-3,-1.5,12.0%,1,0.30,0.500,0,0.530,0,4,0.000,0.0,NA,5.4%,NA,0,NA,NA,NA,NA,NA,NA,NA,9,@ WAS,21,·,5.1,-2.2
1,1,5872,Deebo Samuel,WR,29.7,WAS,6.0,5,5,22.6,19.1,15.6,1,1,0,70,54,0,0.0%,0,0,0,0,0,0,0.00,19,0,0,0,0.00,0.00,7,38,1,3,0,10,39,77,11.0,7.7,1,1,0,96,1,NA,19,19,77.0%,NA,NA,NA,1,NA,4,11,0.364,4.0,28,33.3%,2.75,0,NA,NA,NA,NA,NA,0.107,NA,96,vs NYG,3,·,12.8,9.8
1,1,8228,Jaylen Warren,RB,26.9,PIT,20.0,17,16,13.9,12.9,11.9,1,1,1,56,25,0,0.0%,0,0,0,0,0,0,0.00,37,0,0,0,0.00,0.00,2,3,0,1,1,2,19,22,11.0,11.0,11,2,1,59,0,37,37,3.36,45.0%,4,3.40,0.364,1,0.704,3,13,0.231,3.0,NA,6.7%,NA,0,NA,NA,NA,NA,NA,NA,NA,59,@ NYJ,9,OUT,13.8,0.1
1,1,6790,D'Andre Swift,RB,26.7,CHI,27.0,28,30,9.5,8,6.5,1,1,1,67,54,0,0.0%,0,0,0,0,0,0,0.00,53,0,0,0,0.00,0.00,3,-5,1,1,0,5,17,12,4.0,2.4,17,1,2,65,0,43,53,3.12,81.0%,2,2.50,0.118,2,0.368,3,22,0.136,3.0,NA,14.3%,NA,0,NA,NA,NA,NA,NA,NA,NA,65,vs MIN,15,·,12.2,-2.7
