WK,SLPR_ID,NM,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP PCT,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,1DRR,DB,YDS(t),VS,vsRK,INJ,PROJ,FPOE
13,6783,Jerry Jeudy,WR,26.4,CLE,59.0,58,63,5.6,4.1,2.6,1,1,1,63,53,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,24,0,1,0,4,2,26,8.7,6.5,0,0,0,26,0,NA,0,0,84.1%,NA,NA,NA,0,NA,1,4,0.250,1.0,25,15.4%,1.04,0,NA,NA,NA,NA,NA,0.040,NA,26,vs SF,22,·,7.9,-2.3
13,8126,Wan'Dale Robinson,WR,24.7,NYG,34.0,42,52,10.4,6.9,3.4,1,1,1,55,55,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,7,13,0,0,0,8,21,34,4.9,4.3,0,0,0,34,0,NA,0,0,100.0%,NA,NA,NA,0,NA,0,8,0.000,0.0,26,33.3%,1.31,0,NA,NA,NA,NA,NA,0.000,NA,34,@ NE,14,·,13.2,-2.8
13,8121,Romeo Doubs,WR,25.5,GB,25.0,26,30,12,10,8,1,1,1,63,53,1,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,11,0,0,1,4,9,20,5.0,5.0,0,0,0,20,0,NA,0,0,84.1%,NA,NA,NA,0,NA,1,4,0.250,1.0,24,13.3%,0.83,0,NA,NA,NA,NA,NA,0.000,NA,20,@ DET,8,·,10.4,1.6
13,5947,Jakobi Meyers,WR,28.9,JAX,11.0,11,11,21.3,18.3,15.3,1,1,1,63,58,0,0.0,0,0,0,0,0,0,0.00,3,0,0,0,0.00,0.00,6,45,0,3,1,6,45,90,15.0,15.0,1,0,0,93,0,NA,3,3,92.1%,NA,NA,NA,0,NA,4,7,0.571,4.0,28,22.2%,3.21,0,NA,NA,NA,NA,NA,0.107,NA,93,@ TEN,5,·,10.7,10.6
13,12504,Kaleb Johnson,RB,22.1,PIT,75.0,75,75,0.3,0.3,0.3,1,1,0,43,3,0,0.0,0,0,0,0,0,0,0.00,3,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,2,0,0,3,0,NA,3,1.5,7.0%,NA,NA,NA,0,NA,0,2,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3,vs BUF,3,·,1.2,-0.9
13,12497,Tory Horton,WR,22.8,SEA,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs MIN,28,IR,IR,IR
13,11627,Troy Franklin,WR,22.6,DEN,74.0,76,72,4.1,3.1,2.1,1,1,0,70,37,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,21,1,1,0,3,0,21,10.5,7.0,0,0,0,21,0,NA,0,0,52.9%,NA,NA,NA,0,NA,1,3,0.333,1.0,30,6.7%,0.70,0,NA,NA,NA,NA,NA,0.033,NA,21,@ WAS,3,·,10.3,-6.2
13,8676,Rashid Shaheed,WR,27.1,SEA,84.0,83,81,2.6,2.1,1.6,1,1,0,67,32,0,0.0,0,0,0,0,0,0,0.00,9,0,0,0,0.00,0.00,1,6,0,0,0,3,1,7,7.0,2.3,1,0,0,16,0,NA,9,9,47.8%,NA,NA,NA,0,NA,0,4,0.000,0.0,19,11.5%,0.37,0,NA,NA,NA,NA,NA,0.000,NA,16,vs MIN,28,·,7.6,-5.0
13,4037,Chris Godwin,WR,29.6,TB,33.0,33,31,10.8,9.3,7.8,1,1,1,61,40,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,33,1,3,0,5,45,78,26.0,15.6,0,0,0,78,0,NA,0,0,65.6%,NA,NA,NA,0,NA,3,5,0.600,3.0,19,17.9%,4.11,0,NA,NA,NA,NA,NA,0.158,NA,78,vs ARI,20,·,6.4,4.4
13,12495,Ollie Gordon,RB,21.7,MIA,71.0,70,68,1,1,1,1,1,0,60,16,0,0.0,0,0,0,0,0,0,0.00,10,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,3,0,0,10,0,NA,10,3.33,26.7%,NA,NA,NA,0,NA,0,3,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10,vs NO,17,·,5.2,-4.2
13,5967,Tony Pollard,RB,28.4,TEN,51.0,47,46,5.3,4.8,4.3,1,1,1,59,27,1,0.0,0,0,0,0,0,0,0.00,60,0,0,0,0.00,0.00,1,-1,1,0,0,2,4,3,3.0,1.5,10,0,4,63,0,45,60,6,45.8%,3,4.50,0.300,4,0.750,4,12,0.333,4.0,NA,5.3%,NA,0,NA,NA,NA,NA,NA,NA,NA,63,vs JAX,28,·,8.5,-3.2
13,12535,Isaac TeSlaa,WR,23.6,DET,26.0,24,23,11.5,10.5,9.5,1,1,0,63,58,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,34,0,1,1,2,1,35,17.5,17.5,0,0,0,35,0,NA,0,0,92.1%,NA,NA,NA,0,NA,2,2,1.000,2.0,29,7.4%,1.21,0,NA,NA,NA,NA,NA,0.034,NA,35,vs GB,25,·,1.7,9.8
13,9504,Kayshon Boutte,WR,23.4,NE,22.0,22,24,13.5,11.5,9.5,1,1,1,65,49,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,30,0,1,1,5,5,35,8.8,7.0,0,0,0,35,0,NA,0,0,75.4%,NA,NA,NA,0,NA,2,5,0.400,2.0,25,16.1%,1.40,0,NA,NA,NA,NA,NA,0.040,NA,35,vs NYG,4,·,9.6,3.9
13,6768,Tua Tagovailoa,QB,27.6,MIA,29.0,29,29,5.68,5.68,5.68,1,1,1,60,60,1,52.2,77,23,12,8,11,1,55.90,161,4,0,157,6.83,13.08,0,0,0,0,0,0,0,0,0.0,0.0,4,0,0,4,0,NA,4,1,100.0%,NA,NA,NA,0,NA,8,27,NA,NA,NA,NA,NA,8,34.8%,2.89,17.4%,32.1%,10.40,NA,28,161,vs NO,20,·,17.8,-12.1
13,9480,Brenton Strange,TE,24.8,JAX,7.0,5,5,13.5,12,10.5,1,1,1,63,53,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,33,0,2,1,4,12,45,15.0,11.3,0,0,0,45,0,NA,0,0,84.1%,NA,NA,NA,0,NA,3,4,0.750,3.0,22,14.8%,2.05,0,NA,NA,NA,NA,NA,0.091,NA,45,@ TEN,26,·,10.1,3.4
13,4033,David Njoku,TE,29.2,CLE,45.0,49,55,2.4,1.4,0.4,1,1,1,63,32,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,2,0,0,0,2,2,4,2.0,2.0,0,0,0,4,0,NA,0,0,50.8%,NA,NA,NA,0,NA,0,2,0.000,0.0,11,7.7%,0.36,0,NA,NA,NA,NA,NA,0.000,NA,4,vs SF,4,·,9.4,-7.0
13,8131,Isaiah Likely,TE,25.4,BAL,9.0,9,11,12.5,10,7.5,1,1,0,60,31,1,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,53,0,1,0,6,42,95,19.0,15.8,0,0,0,95,0,NA,0,0,51.7%,NA,NA,NA,0,NA,1,6,0.167,1.0,21,18.8%,4.52,0,NA,NA,NA,NA,NA,0.048,NA,95,vs CIN,1,·,7.0,5.5
13,10213,Tre Tucker,WR,24.6,LV,63.0,67,74,5,3.5,2,1,1,1,48,46,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,14,0,1,0,3,6,20,6.7,6.7,0,0,0,20,0,NA,0,0,95.8%,NA,NA,NA,0,NA,1,3,0.333,1.0,27,13.0%,0.74,0,NA,NA,NA,NA,NA,0.037,NA,20,@ LAC,30,·,10.5,-5.5
13,1479,Keenan Allen,WR,33.4,LAC,49.0,52,57,7,5,3,1,1,0,67,40,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,30,0,3,0,5,0,30,7.5,6.0,0,0,0,30,0,NA,0,0,59.7%,NA,NA,NA,0,NA,3,5,0.600,3.0,22,23.8%,1.36,0,NA,NA,NA,NA,NA,0.136,NA,30,vs LV,6,·,11.7,-4.7
13,7049,Jauan Jennings,WR,28.2,SF,21.0,21,22,13.9,11.9,9.9,1,1,1,67,54,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,37,0,3,1,6,2,39,9.8,6.5,0,0,0,39,0,NA,0,0,80.6%,NA,NA,NA,0,NA,4,6,0.667,4.0,28,20.0%,1.39,0,NA,NA,NA,NA,NA,0.107,NA,39,@ CLE,24,·,11.1,2.8
13,5022,Dallas Goedert,TE,30.7,PHI,31.0,30,28,4.7,3.7,2.7,1,1,1,54,48,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,22,0,1,0,4,5,27,13.5,6.8,0,0,0,27,0,NA,0,0,88.9%,NA,NA,NA,0,NA,1,4,0.250,1.0,27,11.8%,1.00,0,NA,NA,NA,NA,NA,0.037,NA,27,vs CHI,10,·,11.4,-6.7
13,8132,Tyler Allgeier,RB,25.4,ATL,20.0,21,20,13.5,12.5,11.5,1,1,0,69,17,0,0.0,0,0,0,0,0,0,0.00,20,0,0,0,0.00,0.00,2,-4,0,1,0,2,39,35,17.5,17.5,8,0,1,55,1,15,20,2.5,24.6%,1,1.90,0.125,2,0.315,3,10,0.300,3.0,NA,6.1%,NA,0,NA,NA,NA,NA,NA,NA,NA,55,@ NYJ,10,·,7.0,6.5
13,8136,Rachaad White,RB,26.7,TB,45.0,50,53,5.9,4.4,2.9,1,1,1,61,23,0,0.0,0,0,0,0,0,0,0.00,7,0,0,0,0.00,0.00,3,-13,0,0,0,3,35,22,7.3,7.3,2,0,0,29,0,8,7,3.5,37.7%,2,4.00,1.000,0,1.400,0,5,0.000,0.0,NA,10.7%,NA,0,NA,NA,NA,NA,NA,NA,NA,29,vs ARI,7,·,5.6,0.3
13,2449,Stefon Diggs,WR,31.8,NE,60.0,59,64,5.6,4.1,2.6,1,1,1,65,31,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,8,0,2,0,4,18,26,8.7,6.5,0,0,0,26,0,NA,0,0,47.7%,NA,NA,NA,0,NA,2,4,0.500,2.0,21,12.9%,1.24,0,NA,NA,NA,NA,NA,0.095,NA,26,vs NYG,4,·,13.4,-7.8
13,11576,Braelon Allen,RB,21.7,NYJ,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs ATL,6,IR,IR,IR
13,9508,Tyjae Spears,RB,24.3,TEN,41.0,45,56,8.4,5.4,2.4,1,1,0,59,28,0,0.0,0,0,0,0,0,0,0.00,-1,0,0,0,0.00,0.00,6,4,0,2,0,6,21,25,4.2,4.2,2,0,0,24,0,4,-1,-0.5,47.5%,2,2.00,1.000,0,1.200,2,8,0.250,2.0,NA,15.8%,NA,0,NA,NA,NA,NA,NA,NA,NA,24,vs JAX,28,·,9.4,-1.0
13,9494,Marvin Mims,WR,23.5,DEN,77.0,78,79,3.7,2.7,1.7,1,1,0,70,23,0,0.0,0,0,0,0,0,0,0.00,9,0,0,0,0.00,0.00,2,-2,0,1,0,2,10,8,4.0,4.0,1,0,0,17,0,NA,9,9,32.9%,NA,NA,NA,0,NA,1,3,0.333,1.0,18,4.4%,0.44,0,NA,NA,NA,NA,NA,0.056,NA,17,@ WAS,3,·,4.5,-0.8
13,9757,Kendre Miller,RB,23.3,NO,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ MIA,9,IR,IR,IR
13,12509,Tre Harris,WR,23.6,LAC,56.0,57,56,6,4.5,3,1,1,1,67,34,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,10,0,2,0,4,20,30,10.0,7.5,0,0,0,30,0,NA,0,0,50.7%,NA,NA,NA,0,NA,2,4,0.500,2.0,10,19.0%,3.00,0,NA,NA,NA,NA,NA,0.200,NA,30,vs LV,6,·,3.3,2.7
13,12521,Elijah Arroyo,TE,22.5,SEA,999.0,999,999,0,0,0,1,1,1,67,25,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,2,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,37.3%,NA,NA,NA,0,NA,0,2,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs MIN,12,·,3.2,-3.2
13,12469,Dylan Sampson,RB,21.0,CLE,62.0,61,57,2.3,2.3,2.3,1,1,0,63,12,0,0.0,0,0,0,0,0,0,0.00,23,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,4,1,1,23,0,18,23,5.75,19.0%,1,4.50,0.250,1,0.700,1,4,0.250,1.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,23,vs SF,26,·,5.5,-3.2
13,11562,Spencer Rattler,QB,25.0,NO,999.0,999,999,0,0,0,1,0,0,72,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ MIA,10,·,·,·
13,11586,Blake Corum,RB,24.8,LAR,19.0,18,12,14.1,14.1,14.1,1,1,0,52,17,0,0.0,0,0,0,0,0,0,0.00,81,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,7,4,4,81,1,54,81,11.57,32.7%,6,7.70,0.857,5,1.627,5,7,0.714,5.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,81,@ CAR,8,·,7.5,6.6
13,11618,Jalen McMillan,WR,23.8,TB,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs ARI,20,IR,IR,IR
13,7611,Rhamondre Stevenson,RB,27.6,NE,31.0,32,34,11,9.5,8,1,1,1,65,38,0,0.0,0,0,0,0,0,0,0.00,40,0,0,0,0.00,0.00,3,2,0,1,0,3,38,40,13.3,13.3,12,2,1,80,0,41,40,3.33,58.5%,3,3.40,0.250,1,0.590,2,15,0.133,2.0,NA,9.7%,NA,0,NA,NA,NA,NA,NA,NA,NA,80,vs NYG,2,·,7.1,3.9
13,12510,Jalen Milroe,QB,22.8,SEA,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs MIN,24,·,·,·
13,8205,Isiah Pacheco,RB,26.6,KC,50.0,51,49,5.3,4.3,3.3,1,1,0,66,20,0,0.0,0,0,0,0,0,0,0.00,16,0,0,0,0.00,0.00,2,5,0,0,0,2,12,17,8.5,8.5,3,0,0,33,0,15,16,5.33,30.3%,1,5.00,0.333,0,0.833,0,5,0.000,0.0,NA,5.9%,NA,0,NA,NA,NA,NA,NA,NA,NA,33,@ DAL,12,·,9.7,-4.4
13,10444,Cedric Tillman,WR,25.4,CLE,999.0,999,999,0,0,0,1,1,0,63,40,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,63.5%,NA,NA,NA,0,NA,0,1,0.000,0.0,21,3.8%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,vs SF,22,·,7.9,-7.9
13,11646,Jalen Coker,WR,23.9,CAR,15.0,14,14,17.4,15.4,13.4,1,1,0,64,35,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,49,0,3,1,6,25,74,18.5,12.3,0,0,0,74,0,NA,0,0,54.7%,NA,NA,NA,0,NA,4,6,0.667,4.0,18,30.0%,4.11,0,NA,NA,NA,NA,NA,0.167,NA,74,vs LAR,19,·,7.4,10.0
13,12536,Jaylin Noel,WR,23.1,HOU,999.0,999,999,0,0,0,1,1,0,76,18,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,23.7%,NA,NA,NA,0,NA,0,1,0.000,0.0,16,2.9%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,@ IND,10,·,3.0,-3.0
13,12541,Dont'e Thornton,WR,22.8,LV,94.0,92,92,2.1,1.6,1.1,1,1,1,48,14,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,-1,0,1,0,2,12,11,11.0,5.5,0,0,0,11,0,NA,0,0,29.2%,NA,NA,NA,0,NA,1,2,0.500,1.0,9,8.7%,1.22,0,NA,NA,NA,NA,NA,0.111,NA,11,@ LAC,30,·,2.6,-0.5
13,3214,Hunter Henry,TE,30.8,NE,13.0,12,13,11.3,9.3,7.3,1,1,1,65,49,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,35,0,4,0,6,38,73,18.3,12.2,0,0,0,73,0,NA,0,0,75.4%,NA,NA,NA,0,NA,4,6,0.667,4.0,26,19.4%,2.81,0,NA,NA,NA,NA,NA,0.154,NA,73,vs NYG,23,·,9.7,1.6
13,12534,Kyle Monangai,RB,23.3,CHI,8.0,7,5,19,19,19,1,1,0,87,39,0,0.0,0,0,0,0,0,0,0.00,130,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,22,1,5,130,1,77,130,5.91,44.8%,4,3.50,0.182,6,0.532,6,23,0.261,6.0,NA,2.8%,NA,0,NA,NA,NA,NA,NA,NA,NA,130,@ PHI,16,·,8.3,10.7
13,12486,Dillon Gabriel,QB,24.8,CLE,999.0,999,999,0,0,0,1,1,0,63,1,0,100.0,0,1,1,0,0,0,79.20,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,1.6%,NA,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,0,0.0%,3.58,0.0%,0.0%,-1.80,NA,1,0,vs SF,12,·,·,·
13,7090,Darnell Mooney,WR,27.9,ATL,70.0,69,66,4.5,3.5,2.5,1,1,1,69,66,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,12,0,2,0,5,13,25,12.5,5.0,0,0,0,25,0,NA,0,0,95.7%,NA,NA,NA,0,NA,2,5,0.400,2.0,34,15.2%,0.74,0,NA,NA,NA,NA,NA,0.059,NA,25,@ NYJ,21,·,9.1,-4.6
13,5012,Mark Andrews,TE,30.1,BAL,17.0,17,17,8.7,6.7,4.7,1,1,0,60,41,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,30,0,2,0,6,17,47,11.8,7.8,0,0,0,47,0,NA,0,0,68.3%,NA,NA,NA,0,NA,2,6,0.333,2.0,23,18.8%,2.04,0,NA,NA,NA,NA,NA,0.087,NA,47,vs CIN,1,·,10.6,-1.9
13,12483,Jack Bech,WR,22.8,LV,73.0,73,71,4.2,3.2,2.2,1,1,0,48,27,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,14,0,2,0,3,8,22,11.0,7.3,0,0,0,22,0,NA,0,0,56.3%,NA,NA,NA,0,NA,2,3,0.667,2.0,14,13.0%,1.57,0,NA,NA,NA,NA,NA,0.143,NA,22,@ LAC,30,·,1.6,2.6
13,7571,Rashod Bateman,WR,25.8,BAL,999.0,999,999,0,0,0,1,1,1,60,44,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,73.3%,NA,NA,NA,0,NA,0,1,0.000,0.0,28,3.1%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,vs CIN,23,·,6.6,-6.6
13,11655,Tyrone Tracy,RB,25.8,NYG,57.0,54,50,4.3,3.8,3.3,1,1,1,55,27,0,0.0,0,0,0,0,0,0,0.00,36,0,0,0,0.00,0.00,1,-4,0,0,0,1,1,-3,-3.0,-3.0,10,0,3,33,0,28,36,3.6,49.1%,0,2.80,0.000,3,0.280,3,11,0.273,3.0,NA,4.2%,NA,0,NA,NA,NA,NA,NA,NA,NA,33,@ NE,32,·,10.4,-6.1
13,7002,Juwan Johnson,TE,29.0,NO,16.0,18,21,8.9,6.4,3.9,1,1,0,72,52,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,20,0,2,0,9,19,39,7.8,4.3,0,0,0,39,0,NA,0,0,72.2%,NA,NA,NA,0,NA,2,9,0.222,2.0,33,23.7%,1.18,0,NA,NA,NA,NA,NA,0.061,NA,39,@ MIA,3,·,10.5,-1.6
13,12457,Jaydon Blue,RB,21.7,DAL,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs KC,29,·,0.2,-0.2
13,1466,Travis Kelce,TE,36.0,KC,4.0,4,4,15.5,13,10.5,1,1,1,66,60,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,24,0,1,1,6,21,45,9.0,7.5,0,0,0,45,0,NA,0,0,90.9%,NA,NA,NA,0,NA,2,6,0.333,2.0,33,17.6%,1.36,0,NA,NA,NA,NA,NA,0.030,NA,45,@ DAL,14,·,12.8,2.7
13,4199,Aaron Jones,RB,30.8,MIN,56.0,60,73,4.5,2.5,0.5,1,1,1,52,19,1,0.0,0,0,0,0,0,0,0.00,3,0,0,0,0.00,0.00,4,-24,0,1,0,4,46,22,5.5,5.5,6,0,0,25,0,10,3,0.5,36.5%,3,1.60,0.500,0,0.660,1,10,0.100,1.0,NA,13.3%,NA,0,NA,NA,NA,NA,NA,NA,NA,25,@ SEA,19,·,9.2,-4.7
13,8167,Christian Watson,WR,26.4,GB,12.0,12,12,18.3,16.3,14.3,1,1,1,63,46,0,0.0,0,0,0,0,0,0,0.00,3,0,0,0,0.00,0.00,4,73,0,3,1,10,7,80,20.0,8.0,1,0,0,83,0,NA,3,3,73.0%,NA,NA,NA,0,NA,4,11,0.364,4.0,24,33.3%,3.33,0,NA,NA,NA,NA,NA,0.125,NA,83,@ DET,8,·,9.6,8.7
13,4981,Calvin Ridley,WR,30.8,TEN,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs JAX,13,IR,IR,IR
13,11597,Theo Johnson,TE,24.6,NYG,27.0,27,25,5.9,4.4,2.9,1,1,1,55,49,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,28,0,1,0,8,1,29,9.7,3.6,0,0,0,29,0,NA,0,0,89.1%,NA,NA,NA,0,NA,1,8,0.125,1.0,22,33.3%,1.32,0,NA,NA,NA,NA,NA,0.045,NA,29,@ NE,11,·,9.0,-3.1
13,12487,Terrance Ferguson,TE,22.6,LAR,999.0,999,999,0,0,0,1,1,0,52,18,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,2,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,34.6%,NA,NA,NA,0,NA,0,2,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ CAR,9,·,3.6,-3.6
13,12493,Oronde Gadsden,TE,22.3,LAC,37.0,33,29,3.7,3.2,2.7,1,1,1,67,47,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,23,1,1,0,2,4,27,27.0,13.5,0,0,0,27,0,NA,0,0,70.1%,NA,NA,NA,0,NA,1,2,0.500,1.0,16,9.5%,1.69,0,NA,NA,NA,NA,NA,0.063,NA,27,vs LV,28,·,12.1,-8.4
13,12503,Isaiah Bond,WR,21.5,CLE,76.0,74,61,3.7,3.2,2.7,1,1,0,63,18,0,0.0,0,0,0,0,0,0,0.00,9,0,0,0,0.00,0.00,1,18,0,1,0,2,0,18,18.0,9.0,1,0,1,27,0,NA,9,9,28.6%,NA,NA,NA,1,NA,2,3,0.667,2.0,12,7.7%,1.50,0,NA,NA,NA,NA,NA,0.083,NA,27,vs SF,22,·,2.4,1.3
13,12471,DJ Giddens,RB,22.1,IND,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs HOU,22,·,0.2,-0.2
13,12547,Kyle Williams,WR,22.9,NE,35.0,29,25,10.3,9.8,9.3,1,1,0,65,14,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,33,0,0,1,1,0,33,33.0,33.0,0,0,0,33,0,NA,0,0,21.5%,NA,NA,NA,0,NA,1,1,1.000,1.0,9,3.2%,3.67,0,NA,NA,NA,NA,NA,0.000,NA,33,vs NYG,4,·,0.8,9.5
13,11600,Ja'Tavion Sanders,TE,22.5,CAR,999.0,999,999,0,0,0,1,1,0,64,31,0,0.0,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,48.4%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs LAR,15,·,5.7,-5.7
