WK,SLPR_ID,NM,POS,AGE,TM,PRK_PPR,PRK_0.5P,PRK_STD,FPT_PPR,FPTS_0.5,FPTS_STD,GM_ACTV,GM_P,GM,TM_SNP,SNP,FUM,CMP PCT,paAY,paATT,CMP,pa1D,INC,INT,paRTG,pa.ruYDS,SAC,paTD,paYDS,paYPA,paYPC,REC,recAY,DRP,rec1D,recTD,TGT,YAC,recYDS,YPR,YPT,CAR,BTKL,ru1D,ru.recYDS,ruTD,YCO,ruYDS,YPC,SNP%,MTF,YCO/A,MTF/A,ruIMP,ELU,IMP,OPP,IMP/OPP,IMP/G,RR,TS%,YPRR,pIMP,pIMP/A,TTT,DP%,PRS%,AYA,1DRR,DB,YDS(t),VS,vsRK,INJ,PROJ,FPOE
7,9494,Marvin Mims,WR,23.7,DEN,18.0,19,22,15.8,12.8,9.8,1,1,1,81,43,0,0.0%,0,0,0,0,0,0,0.00,13,0,0,0,0.00,0.00,6,54,0,3,0,7,31,85,14.2,12.1,1,1,1,98,0,NA,13,13,53.1%,NA,NA,NA,1,NA,4,8,0.500,4.0,31,14.0%,2.74,0,NA,NA,NA,NA,NA,0.097,NA,98,vs NYG,3,·,NA,NA
7,9511,Keaton Mitchell,RB,23.9,BAL,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,NA,NA
7,4035,Alvin Kamara,RB,30.4,NO,36.0,40,46,5.9,4.4,2.9,1,1,1,56,47,0,0.0%,0,0,0,0,0,0,0.00,28,0,0,0,0.00,0.00,3,1,0,0,0,3,0,1,0.3,0.3,11,0,1,29,0,22,28,2.55,83.9%,1,2.00,0.091,1,0.291,1,14,0.071,1.0,NA,9.4%,NA,0,NA,NA,NA,NA,NA,NA,NA,29,@ CHI,6,·,NA,NA
7,4199,Aaron Jones,RB,31.0,MIN,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs PHI,8,IR,NA,NA
7,8205,Isiah Pacheco,RB,26.8,KC,17.0,14,15,12.4,11.9,11.4,1,1,1,81,45,0,0.0%,0,0,0,0,0,0,0.00,57,0,0,0,0.00,0.00,1,-6,1,0,0,2,3,-3,-3.0,-1.5,15,0,4,54,1,53,57,3.8,55.6%,5,3.50,0.333,5,0.683,5,17,0.294,5.0,NA,5.7%,NA,0,NA,NA,NA,NA,NA,NA,NA,54,vs LV,15,·,NA,NA
7,7002,Juwan Johnson,TE,29.2,NO,13.0,12,14,12.9,10.4,7.9,1,1,1,56,40,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,38,1,3,0,7,41,79,15.8,11.3,0,0,0,79,0,NA,0,0,71.4%,NA,NA,NA,0,NA,3,7,0.429,3.0,29,21.9%,2.72,0,NA,NA,NA,NA,NA,0.103,NA,79,@ CHI,17,·,NA,NA
7,8154,Brian Robinson,RB,26.7,SF,47.0,45,39,3.6,3.6,3.6,1,1,0,67,17,0,0.0%,0,0,0,0,0,0,0.00,36,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,9,2,1,36,0,42,36,4,25.4%,2,4.70,0.222,1,0.692,1,9,0.111,1.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,36,vs ATL,31,·,NA,NA
7,9502,Tank Dell,WR,26.1,HOU,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ SEA,17,PUP,NA,NA
7,9501,Demario Douglas,WR,25.0,NE,66.0,68,74,4.7,3.2,1.7,1,1,0,65,15,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,14,0,2,0,3,3,17,5.7,5.7,0,0,0,17,0,NA,0,0,23.1%,NA,NA,NA,0,NA,2,3,0.667,2.0,11,12.5%,1.55,0,NA,NA,NA,NA,NA,0.182,NA,17,@ TEN,16,·,NA,NA
7,11435,Emanuel Wilson,RB,26.6,GB,52.0,52,55,2.5,2,1.5,1,1,0,56,19,0,0.0%,0,0,0,0,0,0,0.00,17,0,0,0,0.00,0.00,1,-7,0,0,0,1,5,-2,-2.0,-2.0,6,0,0,15,0,25,17,2.83,33.9%,0,4.10,0.000,0,0.410,0,7,0.000,0.0,NA,3.4%,NA,0,NA,NA,NA,NA,NA,NA,NA,15,@ ARI,9,·,NA,NA
7,11583,Jonathon Brooks,RB,22.4,CAR,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ NYJ,16,PUP,NA,NA
7,11610,Malik Washington,WR,24.9,MIA,44.0,54,61,8,5.5,3,1,1,0,58,37,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,17,1,1,0,8,13,30,6.0,3.8,0,0,0,30,0,NA,0,0,63.8%,NA,NA,NA,0,NA,1,8,0.125,1.0,28,25.8%,1.07,0,NA,NA,NA,NA,NA,0.036,NA,30,@ CLE,13,·,NA,NA
7,10444,Cedric Tillman,WR,25.6,CLE,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs MIA,23,IR,NA,NA
7,12503,Isaiah Bond,WR,21.7,CLE,999.0,999,999,0,0,0,1,1,0,57,25,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,43.9%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs MIA,23,·,NA,NA
7,7591,Justin Fields,QB,26.8,NYJ,30.0,30,30,4.04,4.04,4.04,1,1,1,61,28,0,50.0%,15,12,6,2,6,0,59.70,68,3,0,46,3.83,7.67,0,0,0,0,0,0,0,0,0.0,0.0,4,1,1,22,0,NA,22,5.5,45.9%,NA,NA,NA,1,NA,3,16,NA,NA,NA,NA,NA,2,16.7%,2.67,8.3%,43.8%,6.8,NA,16,68,vs CAR,18,·,NA,NA
7,9229,Anthony Richardson,QB,23.6,IND,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ LAC,25,IR,NA,NA
7,11571,Isaiah Davis,RB,23.8,NYJ,41.0,41,44,5.2,4.2,3.2,1,1,0,61,29,0,0.0%,0,0,0,0,0,0,0.00,10,0,0,0,0.00,0.00,2,6,0,2,0,4,16,22,11.0,5.5,2,0,0,32,0,6,10,5,47.5%,0,3.20,0.000,0,0.320,2,6,0.333,2.0,NA,11.8%,NA,0,NA,NA,NA,NA,NA,NA,NA,32,vs CAR,21,·,NA,NA
7,12483,Jack Bech,WR,23.0,LV,79.0,82,88,3.3,2.3,1.3,1,1,0,35,22,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,8,0,0,0,2,5,13,6.5,6.5,0,0,0,13,0,NA,0,0,62.9%,NA,NA,NA,0,NA,0,2,0.000,0.0,15,11.1%,0.87,0,NA,NA,NA,NA,NA,0.000,NA,13,@ KC,26,·,NA,NA
7,5001,Dalton Schultz,TE,29.4,HOU,5.0,8,10,18.8,14.3,9.8,1,1,1,76,57,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,9,35,0,6,0,10,63,98,10.9,9.8,0,0,0,98,0,NA,0,0,75.0%,NA,NA,NA,0,NA,6,10,0.600,6.0,35,20.4%,2.80,0,NA,NA,NA,NA,NA,0.171,NA,98,@ SEA,20,·,NA,NA
7,10219,Chris Rodriguez,RB,25.2,WAS,31.0,26,23,7.2,7.2,7.2,1,1,0,67,9,0,0.0%,0,0,0,0,0,0,0.00,12,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,3,0,0,12,1,11,12,4,13.4%,0,3.60,0.000,1,0.360,1,3,0.333,1.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,12,@ DAL,5,·,NA,NA
7,9757,Kendre Miller,RB,23.5,NO,68.0,67,61,0.7,0.7,0.7,1,1,0,56,2,0,0.0%,0,0,0,0,0,0,0.00,7,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,7,0,NA,7,7,3.6%,NA,NA,NA,0,NA,0,1,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,7,@ CHI,6,·,NA,NA
7,12502,Gunnar Helm,TE,23.2,TEN,23.0,23,23,7.6,5.6,3.6,1,1,1,53,28,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,4,22,0,3,0,5,14,36,9.0,7.2,0,0,0,36,0,NA,0,0,52.8%,NA,NA,NA,0,NA,3,5,0.600,3.0,14,14.7%,2.57,0,NA,NA,NA,NA,NA,0.214,NA,36,vs NE,9,·,NA,NA
7,7090,Darnell Mooney,WR,28.1,ATL,32.0,32,31,9.8,8.3,6.8,1,1,1,65,54,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,57,1,3,0,5,11,68,22.7,13.6,0,0,0,68,0,NA,0,0,83.1%,NA,NA,NA,0,NA,3,5,0.600,3.0,34,13.2%,2.00,0,NA,NA,NA,NA,NA,0.088,NA,68,@ SF,15,·,NA,NA
7,11600,Ja'Tavion Sanders,TE,22.7,CAR,999.0,999,999,0,0,0,1,1,0,71,26,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,2,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,36.6%,NA,NA,NA,0,NA,0,2,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ NYJ,5,·,NA,NA
7,8147,John Metchie,WR,25.4,PHI,999.0,999,999,0,0,0,1,0,0,50,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ MIN,32,·,NA,NA
7,3321,Tyreek Hill,WR,31.8,MIA,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ CLE,13,IR,NA,NA
7,1479,Keenan Allen,WR,33.6,LAC,3.0,6,7,28.9,23.4,17.9,1,1,0,76,49,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,11,89,1,6,1,14,30,119,10.8,8.5,0,0,0,119,0,NA,0,0,64.5%,NA,NA,NA,0,NA,7,14,0.500,7.0,44,25.5%,2.70,0,NA,NA,NA,NA,NA,0.136,NA,119,vs IND,5,·,NA,NA
7,7571,Rashod Bateman,WR,26.0,BAL,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,NA,NA
7,11643,Jaylen Wright,RB,22.7,MIA,999.0,999,999,0,0,0,1,1,0,58,9,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,15.5%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ CLE,32,·,NA,NA
7,9482,Michael Mayer,TE,24.4,LV,41.0,41,40,2,1.5,1,1,1,1,35,33,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,5,0,0,0,2,5,10,10.0,5.0,0,0,0,10,0,NA,0,0,94.3%,NA,NA,NA,0,NA,0,2,0.000,0.0,14,11.1%,0.71,0,NA,NA,NA,NA,NA,0.000,NA,10,@ KC,27,·,NA,NA
7,8122,Bam Knight,RB,24.7,ARI,23.0,24,26,9.4,7.9,6.4,1,1,1,76,34,0,0.0%,0,0,0,0,0,0,0.00,57,0,0,0,0.00,0.00,3,2,1,1,0,4,5,7,2.3,1.8,14,0,2,64,0,32,57,4.07,44.7%,0,2.30,0.000,2,0.230,3,18,0.167,3.0,NA,11.1%,NA,0,NA,NA,NA,NA,NA,NA,NA,64,vs GB,NA,NA,NA,NA
7,6826,Cole Kmet,TE,26.8,CHI,39.0,38,37,2.6,2.1,1.6,1,1,1,69,28,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,16,0,1,0,1,0,16,16.0,16.0,0,0,0,16,0,NA,0,0,40.6%,NA,NA,NA,0,NA,1,1,1.000,1.0,8,3.8%,2.00,0,NA,NA,NA,NA,NA,0.125,NA,16,vs NO,11,·,NA,NA
7,12541,Dont'e Thornton,WR,23.0,LV,999.0,999,999,0,0,0,1,1,1,35,30,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,1,0,0,3,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,85.7%,NA,NA,NA,0,NA,0,3,0.000,0.0,16,16.7%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,@ KC,26,·,NA,NA
7,12531,Trevor Etienne,RB,21.4,CAR,999.0,999,999,0,0,0,1,1,0,71,4,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,5.6%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ NYJ,16,·,NA,NA
7,12457,Jaydon Blue,RB,21.9,DAL,42.0,42,41,4.4,3.9,3.4,1,1,0,67,15,0,0.0%,0,0,0,0,0,0,0.00,29,0,0,0,0.00,0.00,1,-5,0,0,0,1,10,5,5.0,5.0,7,0,2,34,0,15,29,4.14,22.4%,1,2.10,0.143,2,0.353,2,8,0.250,2.0,NA,3.3%,NA,0,NA,NA,NA,NA,NA,NA,NA,34,vs WAS,13,·,NA,NA
7,7600,Pat Freiermuth,TE,27.1,PIT,3.0,2,1,28.1,25.6,23.1,1,1,1,57,37,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,51,0,1,2,6,60,111,22.2,18.5,0,0,0,111,0,NA,0,0,64.9%,NA,NA,NA,0,NA,3,6,0.500,3.0,26,17.6%,4.27,0,NA,NA,NA,NA,NA,0.038,NA,111,@ CIN,1,·,NA,NA
7,4098,Kareem Hunt,RB,30.3,KC,59.0,55,51,1.8,1.8,1.8,1,1,0,81,15,0,0.0%,0,0,0,0,0,0,0.00,18,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,4,0,3,18,0,8,18,4.5,18.5%,0,2.00,0.000,3,0.200,3,4,0.750,3.0,NA,0.0%,NA,0,NA,NA,NA,NA,NA,NA,NA,18,vs LV,15,·,NA,NA
7,12471,DJ Giddens,RB,22.3,IND,999.0,999,999,0,0,0,1,1,0,60,3,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,5.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ LAC,18,·,NA,NA
7,10226,Andrei Iosivas,WR,26.2,CIN,45.0,43,45,7.9,6.4,4.9,1,1,1,76,53,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,40,0,1,0,4,9,49,16.3,12.3,0,0,0,49,0,NA,0,0,69.7%,NA,NA,NA,0,NA,1,4,0.250,1.0,35,8.5%,1.40,0,NA,NA,NA,NA,NA,0.029,NA,49,vs PIT,19,·,NA,NA
7,5848,Marquise Brown,WR,28.5,KC,34.0,31,28,9.4,8.4,7.4,1,1,0,81,27,1,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,13,0,1,1,4,1,14,7.0,3.5,0,0,0,14,0,NA,0,0,33.3%,NA,NA,NA,0,NA,2,4,0.500,2.0,17,11.4%,0.82,0,NA,NA,NA,NA,NA,0.059,NA,14,vs LV,6,·,NA,NA
7,10218,Xavier Hutchinson,WR,25.5,HOU,93.0,92,89,2.3,1.8,1.3,1,1,0,76,59,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,11,0,1,0,4,2,13,13.0,3.3,0,0,0,13,0,NA,0,0,77.6%,NA,NA,NA,0,NA,1,4,0.250,1.0,40,8.2%,0.33,0,NA,NA,NA,NA,NA,0.025,NA,13,@ SEA,17,·,NA,NA
7,8210,Chigoziem Okonkwo,TE,26.2,TEN,999.0,999,999,0,0,0,1,1,1,53,32,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,2,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,60.4%,NA,NA,NA,0,NA,0,2,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs NE,9,·,NA,NA
7,9479,Darnell Washington,TE,24.3,PIT,18.0,18,17,9.2,7.7,6.2,1,1,1,57,36,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,0,0,1,1,5,2,2,0.7,0.4,0,0,0,2,0,NA,0,0,63.2%,NA,NA,NA,0,NA,2,5,0.400,2.0,13,14.7%,0.15,0,NA,NA,NA,NA,NA,0.077,NA,2,@ CIN,1,·,NA,NA
7,11650,Luke McCaffrey,WR,24.7,WAS,999.0,999,999,0,0,0,1,1,0,67,36,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,2,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,53.7%,NA,NA,NA,0,NA,0,2,0.000,0.0,18,6.3%,0.00,0,NA,NA,NA,NA,NA,0.000,NA,0,@ DAL,1,·,NA,NA
7,6149,Darius Slayton,WR,28.9,NYG,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ DEN,31,OUT,NA,NA
7,12486,Dillon Gabriel,QB,24.9,CLE,26.0,26,26,5.84,5.84,5.84,1,1,1,57,54,0,72.2%,30,18,13,6,5,0,89.10,128,2,0,116,6.44,8.92,0,0,0,0,0,0,0,0,0.0,0.0,4,0,0,12,0,NA,12,3,94.7%,NA,NA,NA,0,NA,6,22,NA,NA,NA,NA,NA,6,33.3%,2.72,5.6%,34.8%,4.3,NA,23,128,vs MIA,2,·,NA,NA
7,12641,Jaylin Lane,WR,23.6,WAS,35.0,36,36,9,7.5,6,1,1,1,67,46,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,3,55,1,2,0,6,5,60,20.0,10.0,0,0,0,60,0,NA,0,0,68.7%,NA,NA,NA,0,NA,2,6,0.333,2.0,28,18.8%,2.14,0,NA,NA,NA,NA,NA,0.071,NA,60,@ DAL,1,·,NA,NA
7,11575,Ray Davis,RB,26.1,BUF,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,BYE,BYE,BYE,NA,NA
7,4137,James Conner,RB,30.6,ARI,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs GB,29,IR,NA,NA
7,9481,Luke Musgrave,TE,25.3,GB,999.0,999,999,0,0,0,1,1,1,56,24,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,42.9%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ ARI,7,·,NA,NA
7,4066,Evan Engram,TE,31.3,DEN,19.0,21,22,9.2,6.7,4.2,1,1,1,81,45,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,5,2,2,2,0,8,40,42,8.4,5.3,0,0,0,42,0,NA,0,0,55.6%,NA,NA,NA,0,NA,2,8,0.250,2.0,37,16.0%,1.14,0,NA,NA,NA,NA,NA,0.054,NA,42,vs NYG,22,·,NA,NA
7,11630,Roman Wilson,WR,24.5,PIT,72.0,73,72,3.7,2.7,1.7,1,1,0,57,33,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,0,0,1,0,2,17,17,8.5,8.5,0,0,0,17,0,NA,0,0,57.9%,NA,NA,NA,0,NA,1,2,0.500,1.0,19,5.9%,0.89,0,NA,NA,NA,NA,NA,0.053,NA,17,@ CIN,12,·,NA,NA
7,8180,Jalen Nailor,WR,26.8,MIN,62.0,58,53,5.7,4.7,3.7,1,1,1,69,41,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,2,31,0,2,0,4,6,37,18.5,9.3,0,0,0,37,0,NA,0,0,59.4%,NA,NA,NA,0,NA,2,4,0.500,2.0,26,9.5%,1.42,0,NA,NA,NA,NA,NA,0.077,NA,37,vs PHI,18,·,NA,NA
7,11596,Ben Sinnott,TE,23.5,WAS,999.0,999,999,0,0,0,1,1,0,67,20,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,29.9%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ DAL,15,·,NA,NA
7,4950,Christian Kirk,WR,29.0,HOU,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ SEA,17,OUT,NA,NA
7,8125,Calvin Austin III,WR,26.7,PIT,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,@ CIN,12,OUT,NA,NA
7,8188,Tyquan Thornton,WR,25.3,KC,65.0,61,51,4.9,4.4,3.9,1,1,0,81,27,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,1,36,1,1,0,2,3,39,39.0,19.5,0,0,0,39,0,NA,0,0,33.3%,NA,NA,NA,0,NA,1,2,0.500,1.0,11,5.7%,3.55,0,NA,NA,NA,NA,NA,0.091,NA,39,vs LV,6,·,NA,NA
7,1373,Geno Smith,QB,35.2,LV,31.0,31,31,2.78,2.78,2.78,1,1,1,35,30,1,62.5%,1,16,10,2,6,0,71.60,68,1,0,67,4.19,6.70,0,0,0,0,0,0,0,0,0.0,0.0,2,0,0,1,0,NA,1,0.5,85.7%,NA,NA,NA,0,NA,2,18,NA,NA,NA,NA,NA,2,12.5%,2.47,6.3%,22.2%,3.6,NA,18,68,@ KC,16,·,NA,NA
7,12505,Jalen Royals,WR,22.8,KC,999.0,999,999,0,0,0,1,1,0,81,16,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,19.8%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs LV,6,·,NA,NA
7,6130,Devin Singletary,RB,28.3,NYG,70.0,70,69,0.2,0.2,0.2,1,1,0,77,3,0,0.0%,0,0,0,0,0,0,0.00,2,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,2,0,0,2,0,NA,2,1,3.9%,NA,NA,NA,0,NA,0,2,0.000,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,@ DEN,26,·,NA,NA
7,12543,Tahj Brooks,RB,23.6,CIN,999.0,999,999,0,0,0,1,1,0,76,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,0.0%,NA,NA,NA,0,NA,0,0,NA,0.0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs PIT,17,·,NA,NA
7,96,Aaron Rodgers,QB,42.0,PIT,7.0,7,7,24.56,24.56,24.56,1,1,1,57,57,0,67.6%,106,34,23,8,11,2,103.70,255,0,4,249,7.32,10.83,0,0,0,0,0,0,0,0,0.0,0.0,1,0,0,6,0,NA,6,6,100.0%,NA,NA,NA,0,NA,12,35,NA,NA,NA,NA,NA,12,35.3%,2.91,14.7%,17.1%,8.7,NA,35,255,@ CIN,11,·,NA,NA
7,7528,Najee Harris,RB,27.8,LAC,999.0,999,999,0,0,0,1,0,0,0,0,0,0.0%,0,0,0,0,0,0,0.00,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,vs IND,25,IR,NA,NA
